# psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,z
2.192839999999999989e+01,2.062697999999999965e+01,1.936716000000000193e+01,1.884444999999999837e+01,1.842436999999999969e+01,2.126702000000000226e+01,1.930483999999999867e+01,1.792349000000000103e+01,1.738968999999999809e+01,1.706165000000000020e+01,2.129407000000000139e+01,1.956661000000000072e+01,1.813495999999999952e+01,1.761017999999999972e+01,1.743449000000000026e+01,1.998318000000000039e-01
2.276303000000000054e+01,2.039725999999999928e+01,1.894956000000000174e+01,1.846562000000000126e+01,1.807332000000000249e+01,2.161662000000000106e+01,1.932006000000000157e+01,1.774672999999999945e+01,1.718212999999999724e+01,1.683438999999999908e+01,2.176895999999999987e+01,1.938156999999999996e+01,1.779205999999999932e+01,1.722742999999999824e+01,1.695838999999999785e+01,2.552754999999999885e-01
2.266434999999999889e+01,1.992878999999999934e+01,1.849747999999999948e+01,1.783064999999999856e+01,1.746232000000000184e+01,2.264154999999999873e+01,1.994269999999999854e+01,1.850495000000000090e+01,1.782907000000000153e+01,1.746133000000000024e+01,2.232353999999999772e+01,2.002237000000000222e+01,1.857875999999999905e+01,1.789872000000000085e+01,1.752349999999999852e+01,5.416036999999999523e-05
2.378073999999999799e+01,2.195641000000000176e+01,2.053003000000000000e+01,1.967463000000000051e+01,1.961172999999999789e+01,2.388220000000000098e+01,2.197120999999999924e+01,2.051323000000000008e+01,1.965679000000000087e+01,1.955668999999999969e+01,2.194634999999999891e+01,2.221516000000000091e+01,2.054827000000000226e+01,1.976977000000000118e+01,1.941682000000000130e+01,-2.335561999999999849e-04
1.944111000000000189e+01,1.799064999999999870e+01,1.728421000000000163e+01,1.697872000000000270e+01,1.676672999999999902e+01,1.945077000000000211e+01,1.797909999999999897e+01,1.727672000000000097e+01,1.697557000000000116e+01,1.677985999999999933e+01,1.947312999999999761e+01,1.801671999999999940e+01,1.731909999999999883e+01,1.702814000000000050e+01,1.684854999999999947e+01,-4.630090000000000117e-04
2.196006000000000213e+01,2.008272000000000190e+01,1.896502000000000265e+01,1.844882000000000133e+01,1.776973999999999876e+01,2.064377999999999957e+01,1.880751000000000062e+01,1.750700000000000145e+01,1.693159999999999954e+01,1.647742999999999824e+01,2.089635000000000176e+01,1.891584999999999894e+01,1.756287000000000020e+01,1.705447999999999809e+01,1.668858999999999781e+01,1.927338999999999858e-01
2.106155000000000044e+01,1.983533999999999864e+01,1.959579000000000093e+01,1.915752999999999773e+01,1.878894999999999982e+01,1.882555999999999941e+01,1.756393999999999878e+01,1.700159000000000020e+01,1.663416000000000139e+01,1.641267999999999816e+01,1.868615000000000137e+01,1.751879999999999882e+01,1.704987000000000208e+01,1.668031000000000219e+01,1.653836000000000084e+01,6.595600999999999547e-02
1.842491000000000057e+01,1.684462999999999866e+01,1.617115000000000080e+01,1.592093999999999987e+01,1.576991000000000120e+01,1.839679999999999893e+01,1.682750000000000057e+01,1.614532999999999774e+01,1.590460999999999991e+01,1.577635000000000076e+01,1.846973999999999805e+01,1.697417000000000087e+01,1.618896000000000157e+01,1.594505000000000017e+01,1.591430000000000078e+01,-4.966429000000000422e-05
2.121086000000000027e+01,1.967832000000000292e+01,1.879278000000000048e+01,1.850753999999999877e+01,1.810002000000000066e+01,1.927070000000000149e+01,1.779602000000000217e+01,1.695197000000000287e+01,1.656775000000000020e+01,1.626392999999999844e+01,1.915653000000000006e+01,1.796495000000000175e+01,1.716165000000000163e+01,1.677377000000000251e+01,1.657068999999999903e+01,1.022490000000000065e-01
2.215922999999999732e+01,2.092229999999999990e+01,2.068482000000000198e+01,2.062637000000000143e+01,2.067052999999999940e+01,2.217157000000000266e+01,2.093002999999999858e+01,2.068806000000000012e+01,2.063654000000000011e+01,2.071904999999999930e+01,2.161632000000000176e+01,2.093618000000000023e+01,2.087331000000000003e+01,2.065905000000000058e+01,2.114078999999999908e+01,4.271154000000000205e-04
2.444957000000000136e+01,2.423170999999999964e+01,2.246270000000000167e+01,2.099373999999999896e+01,2.019233999999999796e+01,2.388343000000000060e+01,2.274954999999999927e+01,2.099517000000000166e+01,1.963012999999999764e+01,1.876238000000000028e+01,2.307094999999999985e+01,2.279122999999999877e+01,2.125652999999999793e+01,2.005881000000000114e+01,1.893590999999999980e+01,7.024501999999999136e-01
1.906044999999999945e+01,1.770208999999999833e+01,1.695083999999999946e+01,1.663787999999999911e+01,1.643830000000000169e+01,1.907772999999999897e+01,1.769774999999999920e+01,1.696362000000000236e+01,1.663911000000000229e+01,1.644998000000000005e+01,1.913960000000000150e+01,1.774797999999999831e+01,1.702187999999999946e+01,1.671101000000000170e+01,1.652328999999999937e+01,4.986933999999999508e-04
1.847606000000000037e+01,1.691975000000000051e+01,1.620525999999999911e+01,1.591132000000000168e+01,1.576326000000000072e+01,1.848359999999999914e+01,1.691902999999999935e+01,1.620602000000000231e+01,1.592327000000000048e+01,1.576043999999999912e+01,1.853097999999999956e+01,1.697227000000000174e+01,1.626436999999999955e+01,1.597981000000000051e+01,1.583777999999999864e+01,-3.573680000000000486e-06
